0;0;0;
4;2455;76;
5;125;1271;
8;92;1671;
8;167;1674;
8;245;1665;
8;315;1665;
8;395;1669;
8;460;1662;
8;526;1663;
8;83;1799;
8;150;1793;
8;214;1794;
8;282;1789;
8;351;1780;
8;417;1778;
8;482;1767;
8;547;1773;
8;613;1705;
8;658;1593;
8;642;1371;
8;631;1247;
8;611;1106;
8;85;1005;
8;150;1012;
8;216;1007;
8;280;1002;
8;345;998;
8;409;998;
8;50;872;
8;121;874;
8;192;878;
8;262;871;
8;330;875;
8;402;880;
8;480;930;
8;520;1041;
8;588;965;
8;695;1704;
8;647;1822;
8;527;825;
7;2106;52;
7;2106;77;
7;2106;99;
7;2107;126;
7;2107;153;
7;2107;178;
7;2109;206;
7;2108;234;
7;2108;260;
7;2108;285;
7;2108;312;
7;2108;338;
7;2108;367;
7;2108;392;
7;2107;418;
7;2108;441;
7;2108;466;
7;2167;467;
7;2211;467;
7;2255;466;
7;2299;466;
7;2347;465;
7;2392;465;
7;2392;498;
7;2393;531;
7;2393;564;
7;2547;466;
7;2594;466;
7;2636;466;
7;2678;466;
7;2719;468;
7;2545;499;
7;2543;532;
7;2547;567;
7;2706;894;
7;2652;894;
7;2596;895;
7;2540;896;
7;2481;896;
7;2430;898;
7;2373;902;
7;2374;935;
7;2373;974;
7;2375;1012;
7;2376;1048;
7;2378;1083;
7;2378;1117;
7;2378;1143;
7;2383;1175;
7;2439;1175;
7;2487;1173;
7;2487;1209;
7;2489;1236;
7;2648;1169;
7;2704;1169;
7;2647;1200;
7;2649;1234;
10;2470;977;
9;2651;989;
11;2466;1101;
22;2595;1063;
3;2150;1688;
8;2103;1929;
8;2018;1892;
8;1926;1821;
8;1836;1756;
8;1904;1672;
8;1771;1632;
8;1839;1549;
8;1926;1542;
8;1865;1431;
8;1969;1418;
8;2004;1528;
8;2070;1442;
13;2026;1774;
11;2088;1672;
7;2361;2141;
7;2360;2108;
7;2359;2075;
7;2355;2042;
7;2355;2010;
7;2353;1977;
7;2405;1977;
7;2457;1977;
7;2615;1976;
7;2659;1978;
7;2706;1977;
7;2452;1941;
7;2452;1905;
7;2614;1941;
7;2611;1910;
9;2686;1924;
23;2472;2132;
11;2648;2092;
8;1112;2058;
8;1098;1941;
8;1091;1826;
8;1160;1759;
8;1233;1721;
8;1300;1691;
8;1388;1685;
8;1477;1754;
8;1557;1835;
3;1199;2008;
14;1284;1852;
23;303;2026;
17;972;1640;
6;1288;1145;
7;958;1210;
7;988;1163;
7;1023;1115;
7;1054;1081;
7;1086;1040;
7;1120;1003;
7;1158;967;
7;1228;965;
7;1290;964;
7;1354;965;
7;1411;966;
7;1472;964;
7;1530;964;
7;1575;967;
7;1603;996;
7;1627;1032;
7;1654;1069;
7;1677;1100;
7;1700;1134;
7;1717;1176;
7;1748;1230;
7;971;1253;
7;1002;1302;
7;1034;1336;
7;1068;1370;
7;1102;1401;
7;1141;1430;
7;1168;1462;
7;1225;1466;
7;1285;1466;
7;1469;1461;
7;1512;1463;
7;1556;1466;
7;1588;1443;
7;1630;1408;
7;1664;1383;
7;1695;1352;
7;1725;1314;
7;1750;1281;
18;1171;1315;
13;1515;1052;
10;1150;1111;
11;1634;1237;
18;144;629;
3;675;61;
8;357;51;
8;358;175;
8;271;109;
8;357;313;
8;274;252;
8;446;327;
8;529;325;
8;587;433;
8;805;434;
8;845;329;
8;942;341;
8;1015;301;
8;1046;172;
8;1030;50;
8;1117;102;
8;1099;280;
15;476;224;
9;469;79;
10;925;229;
7;1395;449;
7;1338;446;
7;1283;447;
7;1224;447;
7;1165;448;
7;1162;482;
7;1161;529;
7;1157;560;
7;1157;598;
7;1157;623;
7;1157;659;
7;1157;685;
7;1219;686;
7;1277;691;
7;1345;685;
7;1401;683;
7;1397;637;
7;1392;484;
7;1394;518;
10;1235;518;
14;1258;618;
11;1300;555;
12;197;516;
12;458;667;
12;713;816;
12;888;716;
12;1330;794;
12;887;1048;
12;616;2074;
12;1833;2077;
12;1596;1594;
12;2037;1124;
12;1968;608;
12;1693;132;
12;2533;1440;
12;2590;1750;
