
7;632;71;
7;632;101;
7;632;131;
7;632;162;
7;632;193;
7;632;224;
7;632;255;
7;632;286;
7;680;279;
7;727;277;
7;776;276;
7;819;276;
7;864;277;
7;1009;276;
7;1053;277;
7;1099;276;
7;1145;274;
7;1197;275;
7;1242;275;
7;1240;246;
7;1239;214;
7;1237;182;
7;1237;150;
7;1237;119;
7;1237;87;
7;1238;53;
7;862;314;
7;862;357;
7;1007;318;
7;1009;358;
7;2278;51;
7;2276;81;
7;2274;110;
7;2276;137;
7;2276;167;
7;2276;196;
7;2276;224;
7;2276;256;
7;2275;289;
7;2274;321;
7;2273;349;
7;2273;381;
7;2273;408;
7;2319;410;
7;2365;411;
7;2411;410;
7;2455;410;
7;2583;411;
7;2636;412;
7;2678;410;
7;2725;409;
7;2455;442;
7;2455;472;
7;2455;501;
7;2455;530;
7;2455;556;
7;2455;581;
7;2582;439;
7;2580;472;
7;2580;502;
7;2579;531;
7;2579;556;
7;2579;582;
7;2451;611;
7;2582;611;
7;59;1053;
7;107;1054;
7;157;1054;
7;211;1054;
7;263;1052;
7;313;1051;
7;364;1052;
7;413;1052;
7;459;1050;
7;516;1053;
7;561;1049;
7;607;1050;
7;656;1050;
7;657;1144;
7;659;1236;
7;658;1268;
7;655;1169;
7;656;1203;
7;656;1301;
7;657;1382;
7;657;1410;
7;657;1436;
7;658;1467;
7;658;1495;
7;658;1528;
7;658;1622;
7;659;1654;
7;659;1683;
7;658;1715;
7;658;1751;
7;658;1780;
7;597;1780;
7;542;1781;
7;484;1778;
7;427;1775;
7;369;1774;
7;312;1773;
7;263;1772;
7;214;1772;
7;171;1771;
7;120;1771;
7;69;1770;
7;600;1622;
7;544;1622;
7;546;1528;
7;600;1528;
7;599;1384;
7;547;1382;
7;600;1302;
7;547;1304;
7;606;1148;
7;554;1145;
7;1545;926;
7;1543;960;
7;1540;992;
7;1540;1026;
7;1483;1024;
7;1432;1022;
7;1380;1021;
7;1319;1020;
7;1267;1018;
7;1218;1018;
7;1167;1017;
7;1114;1016;
7;1095;1707;
7;1142;1709;
7;1195;1709;
7;1257;1708;
7;1308;1708;
7;1366;1708;
7;1431;1706;
7;1485;1702;
7;1549;1705;
7;1604;1703;
7;1657;1704;
7;1708;1702;
7;1760;1701;
7;1812;1701;
7;1870;1701;
7;1919;1698;
7;1971;1698;
7;2023;1698;
7;2068;1695;
7;1095;1707;
7;1142;1709;
7;1195;1709;
7;1257;1708;
7;1308;1708;
7;1366;1708;
7;1431;1706;
7;1485;1702;
7;1549;1705;
7;1604;1703;
7;1657;1704;
7;1708;1702;
7;1760;1701;
7;1812;1701;
7;1870;1701;
7;1919;1698;
7;1971;1698;
7;2023;1698;
7;2068;1695;
7;1687;925;
7;1687;960;
7;1688;995;
7;1688;1026;
7;1738;1026;
7;1794;1027;
7;1848;1027;
7;1902;1025;
7;1957;1027;
7;1538;1070;
7;1534;1110;
7;1533;1154;
7;1535;1192;
7;1536;1233;
7;1536;1280;
7;1536;1315;
7;1536;1416;
7;1686;1067;
7;1686;1105;
7;1684;1154;
7;1684;1195;
7;1683;1238;
7;1683;1280;
7;1683;1314;
7;1731;1313;
7;1779;1314;
7;1777;1278;
7;1906;1278;
7;1906;1311;
7;1959;1311;
7;1673;1411;
7;1722;1414;
7;1776;1413;
7;1776;1444;
7;1900;1415;
7;1900;1443;
7;1962;1414;
7;1476;1313;
7;1420;1312;
7;1349;1311;
7;1285;1312;
7;1283;1272;
7;1180;1272;
7;1180;1311;
7;1480;1417;
7;1417;1419;
7;1355;1414;
7;1296;1416;
7;1296;1451;
7;1184;1411;
7;1184;1445;
7;1533;1449;
7;1534;1486;
7;1533;1584;
7;1531;1618;
7;1533;1516;
7;1533;1553;
7;1673;1447;
7;1673;1483;
7;1673;1517;
7;1673;1554;
7;1674;1585;
7;1675;1616;
7;1835;1446;
